Genome	P56 Read Count	P56 Covered Fraction	P56 Length	E03 Read Count	E03 Covered Fraction	E03 Length	E34 Read Count	E34 Covered Fraction	E34 Length	P20 Read Count	P20 Covered Fraction	P20 Length	H12 Read Count	H12 Covered Fraction	H12 Length	H37 Read Count	H37 Covered Fraction	H37 Length	E31 Read Count	E31 Covered Fraction	E31 Length	H34 Read Count	H34 Covered Fraction	H34 Length	P64 Read Count	P64 Covered Fraction	P64 Length	E56 Read Count	E56 Covered Fraction	E56 Length	H25 Read Count	H25 Covered Fraction	H25 Length	P36 Read Count	P36 Covered Fraction	P36 Length	P53 Read Count	P53 Covered Fraction	P53 Length	H20 Read Count	H20 Covered Fraction	H20 Length	P58 Read Count	P58 Covered Fraction	P58 Length	H30 Read Count	H30 Covered Fraction	H30 Length	H39 Read Count	H39 Covered Fraction	H39 Length	H43 Read Count	H43 Covered Fraction	H43 Length	H15 Read Count	H15 Covered Fraction	H15 Length	H07 Read Count	H07 Covered Fraction	H07 Length	H16 Read Count	H16 Covered Fraction	H16 Length	H08 Read Count	H08 Covered Fraction	H08 Length	E18 Read Count	E18 Covered Fraction	E18 Length	E24 Read Count	E24 Covered Fraction	E24 Length	E02 Read Count	E02 Covered Fraction	E02 Length	P72 Read Count	P72 Covered Fraction	P72 Length	P60 Read Count	P60 Covered Fraction	P60 Length	E16 Read Count	E16 Covered Fraction	E16 Length	P41 Read Count	P41 Covered Fraction	P41 Length	H06 Read Count	H06 Covered Fraction	H06 Length	H23 Read Count	H23 Covered Fraction	H23 Length	H04 Read Count	H04 Covered Fraction	H04 Length	P51 Read Count	P51 Covered Fraction	P51 Length	E28 Read Count	E28 Covered Fraction	E28 Length	E27 Read Count	E27 Covered Fraction	E27 Length	P49 Read Count	P49 Covered Fraction	P49 Length	P33 Read Count	P33 Covered Fraction	P33 Length	P75 Read Count	P75 Covered Fraction	P75 Length	P43 Read Count	P43 Covered Fraction	P43 Length	H40 Read Count	H40 Covered Fraction	H40 Length	H19 Read Count	H19 Covered Fraction	H19 Length	E45 Read Count	E45 Covered Fraction	E45 Length	E25 Read Count	E25 Covered Fraction	E25 Length	P09 Read Count	P09 Covered Fraction	P09 Length	E38 Read Count	E38 Covered Fraction	E38 Length	E58 Read Count	E58 Covered Fraction	E58 Length	P79 Read Count	P79 Covered Fraction	P79 Length	P67 Read Count	P67 Covered Fraction	P67 Length	P65 Read Count	P65 Covered Fraction	P65 Length	P28 Read Count	P28 Covered Fraction	P28 Length	E43 Read Count	E43 Covered Fraction	E43 Length	H47 Read Count	H47 Covered Fraction	H47 Length	E01 Read Count	E01 Covered Fraction	E01 Length	H31 Read Count	H31 Covered Fraction	H31 Length	P47 Read Count	P47 Covered Fraction	P47 Length	P48 Read Count	P48 Covered Fraction	P48 Length	P01 Read Count	P01 Covered Fraction	P01 Length	P78 Read Count	P78 Covered Fraction	P78 Length	P14 Read Count	P14 Covered Fraction	P14 Length	E21 Read Count	E21 Covered Fraction	E21 Length	H10 Read Count	H10 Covered Fraction	H10 Length	P25 Read Count	P25 Covered Fraction	P25 Length	H09 Read Count	H09 Covered Fraction	H09 Length	E30 Read Count	E30 Covered Fraction	E30 Length	P69 Read Count	P69 Covered Fraction	P69 Length	H45 Read Count	H45 Covered Fraction	H45 Length	E48 Read Count	E48 Covered Fraction	E48 Length	E44 Read Count	E44 Covered Fraction	E44 Length	P05 Read Count	P05 Covered Fraction	P05 Length	P34 Read Count	P34 Covered Fraction	P34 Length	P45 Read Count	P45 Covered Fraction	P45 Length	H32 Read Count	H32 Covered Fraction	H32 Length
EH_bin.43	101	0.00019843584	6112807	253	0.001604173	6112807	1046670	0.9975692	6112807	78	0.00012972763	6112807	132	0.00044856642	6112807	621	0.00020596103	6112807	521	0.0042113224	6112807	54	0.00018649371	6112807	4394	0.00064520276	6112807	4581	0.0015626209	6112807	365	0.0025539822	6112807	353	0.0025067043	6112807	219	0.00007541543	6112807	695	0.0045162556	6112807	126	0.00024898545	6112807	41	0.00043171656	6112807	77	0.000060201477	6112807	112	0.00021675802	6112807	63	0.00006494561	6112807	421	0.0024810205	6112807	881	0.0063604168	6112807	45	0.0001631002	6112807	285	0.00059138134	6112807	52641	0.033411	6112807	39	0.000095700714	6112807	13	0.000039589013	6112807	247	0.00029053754	6112807	28	0.00021299544	6112807	856	0.00030542433	6112807	28	0.00005921993	6112807	120	0.00090449443	6112807	478	0.00017389719	6112807	427	0.0009455558	6112807	415	0.0029485635	6112807	721	0.0025510376	6112807	84	0.00016686278	6112807	12236	0.009022696	6112807	111	0.0005629165	6112807	3250	0.02160775	6112807	50	0.00014870419	6112807	283	0.0035445255	6112807	22225	0.0028140917	6112807	8506	0.07106457	6112807	203	0.00008343139	6112807	110	0.00042059238	6112807	45	0.00008310421	6112807	135	0.00021054158	6112807	665	0.0033354561	6112807	3174	0.00143502	6112807	21647	0.16272983	6112807	86	0.000097663804	6112807	525	0.0033915679	6112807	166	0.00011058749	6112807	112	0.0005110582	6112807	8841	0.00055375544	6112807	343761	0.0010569612	6112807	68	0.000405542	6112807	23	0.00012514708	6112807	14	0.0000271561	6112807	425	0.00030656948	6112807	56	0.00018322188	6112807	14	0.000071652845	6112807	665	0.0048851534	6112807	6425	0.04600603	6112807	176	0.0022357977	6112807	121	0.00010617053	6112807	113567	0.6145316	6112807	724	0.00938276	6112807	262	0.00006298252	6112807	80	0.00008784835	6112807	430	0.0002462044	6112807	270	0.00010191717	6112807
EH_bin.44	1088	0.013393817	4068594	278	0.0034687659	4068594	339507	0.9289462	4068594	14	0.00016590497	4068594	25	0.00035147276	4068594	17	0.0002003149	4068594	225	0.0035710125	4068594	23	0.00020621375	4068594	141	0.0015757286	4068594	949	0.0053109257	4068594	126	0.0014975689	4068594	80	0.0009730634	4068594	322	0.0039777867	4068594	184	0.0022383654	4068594	16	0.00017745688	4068594	16	0.00024234416	4068594	2	0.00003440992	4068594	11	0.000110357534	4068594	3	0.000048911246	4068594	97	0.0012109835	4068594	413	0.0049773953	4068594	0	0	4068594	31	0.0004402012	4068594	1590416	0.99717915	4068594	247	0.0031588308	4068594	5	0.000043258187	4068594	141	0.0030779676	4068594	14	0.00019490762	4068594	560	0.002099251	4068594	316	0.003974592	4068594	23	0.00026692267	4068594	9	0.00010421291	4068594	26	0.00035958368	4068594	182	0.0023044816	4068594	8389	0.09702246	4068594	684	0.009036291	4068594	660	0.008342931	4068594	16	0.0001870425	4068594	6060	0.09007977	4068594	179	0.0021275163	4068594	80	0.0019785706	4068594	3380	0.01839284	4068594	253	0.0031342523	4068594	9	0.00009020315	4068594	6	0.00008479588	4068594	10	0.00008430431	4068594	9	0.00011183225	4068594	154	0.0018473212	4068594	622	0.0031671876	4068594	704	0.009017858	4068594	4	0.000032197855	4068594	153	0.0017396673	4068594	4	0.00008946579	4068594	28	0.0003691693	4068594	805	0.0031708742	4068594	5327	0.00272969	4068594	11	0.0001192058	4068594	13	0.0001705749	4068594	5	0.00007766811	4068594	31	0.0003890779	4068594	13	0.00014624216	4068594	205	0.0028484042	4068594	421	0.005164192	4068594	1116	0.0115482155	4068594	62	0.0014309612	4068594	6	0.00004055455	4068594	46796	0.44142717	4068594	1082	0.020099819	4068594	7	0.00008479588	4068594	0	0	4068594	10	0.0001604977	4068594	8	0.000185322	4068594
EH_bin.47	27	0.0009458935	1458938	36	0.001161804	1458938	172299	0.99945027	1458938	8	0.00035436737	1458938	102	0.0033538095	1458938	6	0.000328321	1458938	4	0.00013365886	1458938	89	0.002594353	1458938	8	0.00043798983	1458938	4	0.00012611914	1458938	71	0.002268088	1458938	55	0.0018732804	1458938	5	0.00019740386	1458938	77	0.0025676212	1458938	9	0.00054971495	1458938	34	0.001093261	1458938	10	0.0003961786	1458938	69	0.0023263497	1458938	16	0.0009479498	1458938	69	0.0026251972	1458938	107	0.0036553987	1458938	2	0.000056205266	1458938	65846	0.9634919	1458938	11098	0.39181858	1458938	28	0.00075945654	1458938	4	0.00010829795	1458938	16	0.00043593353	1458938	6509	0.37241063	1458938	46	0.0018355817	1458938	0	0	1458938	10	0.0003351753	1458938	16	0.00047500306	1458938	173	0.005839179	1458938	36	0.0014558535	1458938	20103	0.49344248	1458938	43	0.0014442012	1458938	192	0.006081136	1458938	108	0.0034840412	1458938	235	0.008696051	1458938	97	0.0032763558	1458938	53	0.0023613067	1458938	6	0.00036533424	1458938	109	0.0035381902	1458938	37	0.0014942376	1458938	13	0.00065321487	1458938	21	0.00091093656	1458938	50	0.0020624592	1458938	64	0.002022704	1458938	10	0.00031187068	1458938	187	0.0066959667	1458938	18	0.00090819487	1458938	68	0.0026286244	1458938	4	0.0003194104	1458938	116	0.003773978	1458938	33	0.0009918173	1458938	72	0.0036259252	1458938	26	0.0009342412	1458938	6	0.00021316875	1458938	14	0.00040371832	1458938	23501	0.5916146	1458938	6	0.00017272838	1458938	6	0.00019329129	1458938	99	0.0036362065	1458938	83	0.0026731773	1458938	53	0.002328406	1458938	17	0.00088557566	1458938	308788	0.9992481	1458938	48026	0.9354633	1458938	46	0.0027040218	1458938	15	0.0005401189	1458938	44	0.0013016317	1458938	48	0.0021090684	1458938
EH_bin.48	10	0.00018848768	2636777	29	0.00038114714	2636777	361	0.005402429	2636777	4	0.000084572945	2636777	463	0.006427923	2636777	134	0.0006970631	2636777	10	0.00016194013	2636777	158	0.0023221532	2636777	53	0.0013671995	2636777	14	0.00044334427	2636777	58	0.0005984579	2636777	59	0.0006276602	2636777	0	0	2636777	270	0.0017563108	2636777	13	0.00030377996	2636777	7	0.00015321736	2636777	37	0.0008669675	2636777	177	0.0032551102	2636777	69	0.0014969032	2636777	305	0.0035805076	2636777	642	0.003588851	2636777	10	0.00018848768	2636777	226809	0.9926888	2636777	53	0.0008574862	2636777	6	0.0000424761	2636777	103	0.00054498354	2636777	2	0.00006257639	2636777	4191	0.14768825	2636777	8	0.00018090267	2636777	0	0	2636777	58	0.00061969593	2636777	7	0.0001520796	2636777	373	0.0029972198	2636777	27	0.00044144804	2636777	6306	0.10633929	2636777	9	0.00019341795	2636777	272	0.002368801	2636777	150	0.0023911768	2636777	768	0.011123428	2636777	174	0.0019178716	2636777	79	0.00070692366	2636777	19	0.00052791723	2636777	52735	0.6610521	2636777	136	0.0023225325	2636777	16	0.0001930387	2636777	31	0.00035763357	2636777	19	0.0002385488	2636777	195	0.002504952	2636777	2	0.000067506655	2636777	98084	0.7922858	2636777	57	0.0010493872	2636777	178	0.0022743675	2636777	30	0.0005085754	2636777	124	0.0019277323	2636777	2	0.00005688763	2636777	293	0.0067055346	2636777	8	0.0001498041	2636777	3	0.00008267669	2636777	1	0.00005688763	2636777	9649	0.18575746	2636777	14	0.00028898916	2636777	52	0.0004911299	2636777	184	0.001950108	2636777	188	0.0029585361	2636777	38	0.0010368719	2636777	61	0.0013053815	2636777	649	0.0063077006	2636777	5	0.00008419369	2636777	208	0.0048487224	2636777	65	0.0014282588	2636777	6	0.00009784673	2636777	222	0.0047743893	2636777
EH_bin.49	8	0.00014226849	2685064	57	0.00023537614	2685064	1028	0.0060434313	2685064	170	0.00081152626	2685064	31	0.0007750281	2685064	13317	0.19962764	2685064	8	0.00019068447	2685064	125	0.0022476187	2685064	0	0	2685064	6	0.0001631246	2685064	729	0.012694297	2685064	7	0.00013817176	2685064	32	0.0006316423	2685064	10894	0.07336548	2685064	494	0.013658892	2685064	187	0.003783895	2685064	8	0.00016908349	2685064	556	0.01664653	2685064	2	0.00007076182	2685064	4302	0.09414338	2685064	878	0.0016129969	2685064	501	0.009949111	2685064	60	0.00081152626	2685064	3551	0.08779307	2685064	61	0.0016956765	2685064	97	0.0008837778	2685064	62	0.0012599328	2685064	83	0.001569795	2685064	144	0.002669955	2685064	6	0.00007038938	2685064	8	0.00013072314	2685064	124	0.0021958507	2685064	537	0.0015738917	2685064	319	0.0053428896	2685064	361574	0.9966876	2685064	30	0.0006040824	2685064	25	0.000491236	2685064	262	0.005258348	2685064	172	0.0028584048	2685064	96	0.0004979397	2685064	85	0.0014033185	2685064	68	0.0009776304	2685064	232	0.0008636666	2685064	18	0.0004320195	2685064	75	0.0010104042	2685064	122	0.0014010839	2685064	142	0.0024599042	2685064	82	0.00070128683	2685064	65	0.0010960633	2685064	382	0.0013474539	2685064	8	0.000109122164	2685064	122	0.0020319812	2685064	95	0.001733292	2685064	11	0.00022494809	2685064	119	0.0022286247	2685064	53	0.0009929	2685064	9	0.00018286343	2685064	2	0.000022345836	2685064	46	0.0008521212	2685064	111	0.0011887985	2685064	15445	0.26244178	2685064	9	0.00023425884	2685064	7145	0.12891462	2685064	22	0.00033369783	2685064	10	0.00026926733	2685064	24	0.0003202903	2685064	3309	0.046054024	2685064	52	0.00067111995	2685064	20	0.0005303412	2685064	28	0.0007385299	2685064	143	0.0029556092	2685064	16	0.00041004608	2685064
EH_bin.4	400	0.004543996	4979758	337	0.0035092067	4979758	1936381	0.99213177	4979758	188	0.0021695832	4979758	1433	0.011751173	4979758	979	0.006447703	4979758	1026	0.01678214	4979758	48	0.0005464121	4979758	94	0.0012203404	4979758	326	0.0039248895	4979758	599	0.00635312	4979758	587	0.0052368008	4979758	105	0.0011629079	4979758	1894	0.016543373	4979758	526	0.0072885067	4979758	68	0.0011110982	4979758	38	0.00053155195	4979758	100	0.0013408283	4979758	40	0.00056247716	4979758	881	0.009017105	4979758	53696	0.046296626	4979758	177	0.0020284117	4979758	14807	0.033093575	4979758	467188	0.97214	4979758	78	0.0010010527	4979758	7983	0.013962927	4979758	117	0.0014454518	4979758	595	0.008919309	4979758	1238	0.007367828	4979758	101	0.0012098982	4979758	371	0.0038550065	4979758	991	0.010136838	4979758	25802	0.036061794	4979758	449	0.0045188945	4979758	2461	0.012111432	4979758	399	0.0034686425	4979758	2376	0.024194147	4979758	780	0.0061129476	4979758	3437	0.017167702	4979758	349	0.0016016843	4979758	613	0.010330221	4979758	853	0.0062258043	4979758	150838	0.6629065	4979758	90	0.0011978494	4979758	39	0.0005072536	4979758	12158	0.024623485	4979758	5861	0.009053251	4979758	5146	0.020027077	4979758	51	0.00071710313	4979758	276938	0.83023554	4979758	31	0.00032853003	4979758	2643	0.012371485	4979758	2421	0.015149732	4979758	147	0.001849889	4979758	43	0.00056408363	4979758	332	0.003254375	4979758	54	0.00068637874	4979758	419	0.0026121752	4979758	427	0.0021362484	4979758	3512	0.017323533	4979758	196	0.0020149574	4979758	2230	0.010280419	4979758	1386	0.014788469	4979758	224	0.0012189348	4979758	998	0.0119150365	4979758	679	0.003332893	4979758	58295	0.45910144	4979758	2953	0.049348984	4979758	183	0.0021629564	4979758	56	0.00057191536	4979758	23	0.00029860888	4979758	246	0.003209192	4979758
EH_bin.50	6	0.000078445046	2753520	76	0.0015547372	2753520	578027	0.9958163	2753520	9	0.0002026497	2753520	31	0.000650077	2753520	8	0.00018848601	2753520	3349	0.108243994	2753520	20	0.00042745285	2753520	30	0.00042636335	2753520	632	0.006121256	2753520	133	0.002083878	2753520	485	0.0071239723	2753520	4	0.0001478108	2753520	192	0.0036767484	2753520	16	0.00048338127	2753520	219	0.005670923	2753520	0	0	2753520	13	0.0002513147	2753520	6	0.00023933002	2753520	114	0.0021056684	2753520	368	0.0069481973	2753520	4	0.0002179029	2753520	65	0.0011548854	2753520	12509	0.2699	2753520	6	0.00009551411	2753520	0	0	2753520	13	0.00040856795	2753520	713	0.026050655	2753520	8	0.00016960109	2753520	6	0.000100961675	2753520	63	0.0013005171	2753520	8	0.00018703332	2753520	78	0.0013524507	2753520	782	0.013541939	2753520	1328	0.025251677	2753520	10	0.00017105378	2753520	418	0.007758433	2753520	61	0.001300154	2753520	585	0.010818153	2753520	29	0.0005011767	2753520	104	0.0037439351	2753520	241	0.0031897353	2753520	16797	0.3275124	2753520	1	0.000023606148	2753520	31	0.0005723583	2753520	2	0.000023606148	2753520	21	0.000275284	2753520	161	0.0030484616	2753520	157	0.0019044713	2753520	28624	0.45304447	2753520	0	0	2753520	142	0.0027720882	2753520	14	0.00042091578	2753520	53	0.0011824864	2753520	228	0.0016734942	2753520	966	0.0022480316	2753520	8	0.00020410238	2753520	7	0.00014926349	2753520	2	0.000059196955	2753520	24	0.00039839913	2753520	8	0.00015979547	2753520	2	0.000029780063	2753520	218	0.004006508	2753520	25583	0.41702548	2753520	86	0.0031011214	2753520	2	0.000034501292	2753520	119572	0.91018915	2753520	1400	0.042582948	2753520	2	0.000027601034	2753520	0	0	2753520	8	0.0002665679	2753520	2	0.000054475724	2753520
EH_bin.53	47	0.0007230448	3165779	25	0.0003825283	3165779	101105	0.91196066	3165779	1	0.0000473817	3165779	153	0.0025725106	3165779	0	0	3165779	699	0.020345388	3165779	106	0.0017366974	3165779	265	0.00210817	3165779	912	0.005652637	3165779	62	0.0010724058	3165779	482	0.005306435	3165779	27	0.00044317686	3165779	41	0.0005786885	3165779	5	0.00010044921	3165779	66	0.0014024985	3165779	0	0	3165779	75	0.0011349497	3165779	2	0.00006917729	3165779	23	0.00031808918	3165779	51	0.00065039285	3165779	0	0	3165779	227	0.0037096716	3165779	58010	0.7315021	3165779	7	0.00012887824	3165779	18	0.0003436753	3165779	51	0.0010667201	3165779	267	0.008095322	3165779	107	0.0017591247	3165779	8	0.00012161304	3165779	12	0.00024922777	3165779	38	0.0007590549	3165779	285	0.004593498	3165779	1038	0.014792568	3165779	3438	0.0572829	3165779	40	0.0006728202	3165779	110	0.002040256	3165779	173	0.0027481387	3165779	5998	0.12403867	3165779	87	0.0013469039	3165779	53	0.001222132	3165779	442	0.0029901012	3165779	221	0.0036111176	3165779	4	0.000118770135	3165779	12	0.00010676677	3165779	16	0.000248596	3165779	65	0.0010942015	3165779	29	0.00046370894	3165779	639	0.0037153573	3165779	388	0.006357677	3165779	3	0.00009223638	3165779	37	0.0006276496	3165779	4	0.00004643407	3165779	127	0.0021950363	3165779	380	0.0032456466	3165779	2958	0.004823773	3165779	23	0.0005783727	3165779	0	0	3165779	26	0.0005445737	3165779	6	0.00012824648	3165779	5	0.00010360799	3165779	4	0.00005559453	3165779	56	0.0008446578	3165779	11689	0.19627713	3165779	64	0.0016504626	3165779	0	0	3165779	886133	0.9996096	3165779	1344	0.033933196	3165779	10	0.00031966856	3165779	2	0.000026217876	3165779	78	0.0013513261	3165779	10	0.00025491355	3165779
EH_bin.55	8	0.00011283129	2827230	24	0.00038164563	2827230	244643	0.97327137	2827230	4	0.00008135171	2827230	73	0.0011986998	2827230	3	0.00008771837	2827230	362	0.011401619	2827230	50	0.0009939057	2827230	4	0.000055531385	2827230	23	0.00057865825	2827230	85	0.0015343641	2827230	56	0.00086126704	2827230	0	0	2827230	95	0.0017289007	2827230	9	0.00018746265	2827230	24	0.0004354085	2827230	0	0	2827230	35	0.00069007475	2827230	0	0	2827230	53	0.0009327151	2827230	193	0.0032972202	2827230	2	0.000023344404	2827230	157	0.0026580787	2827230	6538	0.12989463	2827230	3	0.00007286284	2827230	24	0.00035193458	2827230	20	0.00043116408	2827230	140	0.004577979	2827230	52	0.000899467	2827230	2	0.00005376287	2827230	20	0.00034061607	2827230	26	0.00044177516	2827230	194	0.0033180888	2827230	43	0.0009320077	2827230	471	0.007812594	2827230	6	0.00012414978	2827230	199	0.003317735	2827230	93	0.001666649	2827230	256	0.003968195	2827230	47	0.0009620724	2827230	74	0.0020826038	2827230	472	0.006689233	2827230	132	0.0024419662	2827230	0	0	2827230	6	0.0001032813	2827230	14	0.00025678845	2827230	20	0.00031267354	2827230	83	0.0013362903	2827230	19	0.00041489373	2827230	268	0.0047488175	2827230	0	0	2827230	92	0.0017561358	2827230	3	0.00007533876	2827230	118	0.0017423414	2827230	47	0.00075869315	2827230	40	0.00056875456	2827230	11	0.0001266257	2827230	4	0.000053055464	2827230	13	0.0001945367	2827230	4	0.000099036864	2827230	10	0.00016553304	2827230	2	0.000030064763	2827230	129	0.0022817387	2827230	833	0.01570088	2827230	60	0.0016280954	2827230	0	0	2827230	431360	0.987654	2827230	1928	0.054011878	2827230	0	0	2827230	0	0	2827230	65	0.0012206294	2827230	0	0	2827230
EH_bin.56	70	0.0012456656	2824193	349	0.0058614975	2824193	11750	0.069165245	2824193	188	0.0024676076	2824193	1382	0.018849632	2824193	559	0.0066631422	2824193	66	0.0011713081	2824193	514	0.008415148	2824193	180	0.0044649923	2824193	631	0.010059156	2824193	684	0.011072897	2824193	789	0.011530727	2824193	58	0.00053785276	2824193	1818	0.025370434	2824193	3495	0.088125	2824193	174	0.002991651	2824193	171	0.0046345983	2824193	556	0.012462676	2824193	274	0.006963759	2824193	2852	0.050929237	2824193	52629	0.0974034	2824193	276	0.0045301435	2824193	908999	0.9902025	2824193	5968	0.033512227	2824193	37	0.00065115944	2824193	6985	0.031328596	2824193	113	0.0026113654	2824193	33120	0.69949293	2824193	4281	0.015486194	2824193	45	0.0012569963	2824193	56289	0.007467974	2824193	401	0.0058529996	2824193	46854	0.19872332	2824193	1282	0.014472807	2824193	6068	0.06261541	2824193	171	0.0032108286	2824193	2923	0.04687109	2824193	986	0.015286136	2824193	4332	0.053678695	2824193	830	0.011760527	2824193	149	0.002834438	2824193	1841	0.0112163015	2824193	1077905	0.99120986	2824193	498	0.013010088	2824193	278	0.0015126445	2824193	11306	0.044256892	2824193	2364	0.011047758	2824193	4989	0.041092448	2824193	139	0.0022859627	2824193	1647113	0.9916964	2824193	272	0.006633045	2824193	1929	0.023628343	2824193	40182	0.38702914	2824193	778	0.010095273	2824193	69	0.00074817834	2824193	1417	0.03420623	2824193	124	0.0016436554	2824193	377	0.002507265	2824193	283	0.0022353288	2824193	198760	0.9624229	2824193	193	0.0029519936	2824193	3151	0.023031004	2824193	1844	0.031406492	2824193	3873	0.012715491	2824193	943	0.012034942	2824193	561	0.0081566665	2824193	2237	0.03396439	2824193	252	0.005910007	2824193	1002	0.025763111	2824193	227	0.0061298925	2824193	2630	0.0008034154	2824193	814	0.021078588	2824193
EH_bin.59	42	0.00097256637	2572575	308	0.0058727153	2572575	2329	0.04492114	2572575	31	0.00076266	2572575	67	0.0015914016	2572575	34	0.00069657835	2572575	101	0.002021321	2572575	13	0.00025266514	2572575	0	0	2572575	44	0.0010063846	2572575	651	0.012520529	2572575	599	0.0112968525	2572575	23	0.0004590731	2572575	913	0.017466158	2572575	52	0.0013410688	2572575	36	0.00065420836	2572575	0	0	2572575	4	0.000087461005	2572575	7	0.00025771844	2572575	2933	0.05381651	2572575	1971	0.036636446	2572575	17	0.0003440133	2572575	2847	0.07029222	2572575	131	0.002471065	2572575	25	0.000558973	2572575	228	0.0032823144	2572575	25	0.00097373256	2572575	3	0.000116614676	2572575	25	0.00096867926	2572575	8	0.00021029513	2572575	400	0.0076534213	2572575	11	0.00026471532	2572575	132	0.003121386	2572575	65	0.0011805292	2572575	183	0.0039396323	2572575	151	0.0031785273	2572575	2335	0.04213094	2572575	16	0.00046179412	2572575	134	0.0033942645	2572575	37	0.0006934686	2572575	20	0.00035995065	2572575	33	0.00073428376	2572575	552983	0.99937963	2572575	270	0.007579954	2572575	87	0.0014798403	2572575	492	0.007890927	2572575	199	0.0033013616	2572575	1383	0.025121134	2572575	6	0.00011350495	2572575	1553652	0.9997244	2572575	12	0.00034206972	2572575	492	0.0095445225	2572575	36	0.0008959894	2572575	49	0.0010689679	2572575	2	0.00009795633	2572575	29	0.0007568292	2572575	73	0.0011058958	2572575	37	0.00080891716	2572575	59	0.0011008425	2572575	92129	0.8481506	2572575	133	0.0020205437	2572575	40	0.0009535193	2572575	1803	0.033637114	2572575	37	0.00074983237	2572575	207	0.004698794	2572575	3	0.00009018202	2572575	166	0.003080571	2572575	32	0.00073894835	2572575	40	0.0010390368	2572575	11	0.00025383127	2572575	0	0	2572575	10	0.00020135468	2572575
EH_bin.5	77	0.002870223	1395362	469	0.016424412	1395362	2509	0.08355538	1395362	22	0.000920908	1395362	756	0.026538633	1395362	35	0.0011746056	1395362	99	0.0035703997	1395362	693	0.023679877	1395362	164	0.008189989	1395362	29	0.0011910888	1395362	836	0.029696237	1395362	815	0.029657537	1395362	22	0.00078904256	1395362	1188	0.041362025	1395362	56	0.0022632119	1395362	16	0.000497362	1395362	140	0.00672442	1395362	717	0.02897456	1395362	262	0.012349484	1395362	4261	0.14243186	1395362	2680	0.09034788	1395362	28	0.0012613215	1395362	987085	0.9992583	1395362	137	0.005207251	1395362	40	0.0016934674	1395362	0	0	1395362	26	0.0016017349	1395362	4	0.00015336522	1395362	2208	0.0069258013	1395362	9	0.00027949736	1395362	490	0.017676417	1395362	2	0.000103915685	1395362	4033	0.06557295	1395362	4805	0.15852517	1395362	41	0.0017644167	1395362	191	0.0070333	1395362	3246	0.10866213	1395362	501	0.017494384	1395362	1900	0.070153125	1395362	779	0.027125578	1395362	0	0	1395362	27	0.0011624224	1395362	1014835	0.9997291	1395362	452	0.02081682	1395362	17	0.00080552575	1395362	0	0	1395362	65	0.0033389186	1395362	1768	0.060396515	1395362	4	0.00019564816	1395362	3049485	0.999919	1395362	256	0.011550408	1395362	1051	0.04110116	1395362	24	0.0011724556	1395362	573	0.019936046	1395362	4	0.000118965545	1395362	1039	0.05204886	1395362	288	0.009760192	1395362	35	0.0018668991	1395362	6	0.00019564816	1395362	57678	0.86060965	1395362	28	0.0011136895	1395362	35	0.0015644686	1395362	2631	0.08766041	1395362	712	0.025358293	1395362	219	0.008718885	1395362	177	0.008539002	1395362	1083	0.033533234	1395362	44	0.0018969987	1395362	842	0.041394994	1395362	274	0.013658104	1395362	2	0.00006879935	1395362	754	0.036202077	1395362
EH_bin.60	112	0.00030901804	3572607	40	0.00030621895	3572607	99050	0.78025764	3572607	9	0.00013127668	3572607	88	0.0014325673	3572607	14	0.00021161018	3572607	11763	0.19830252	3572607	97	0.0014818311	3572607	146	0.0007798227	3572607	553	0.0016276629	3572607	34	0.0003703178	3572607	112	0.0013200444	3572607	42	0.0002012536	3572607	59	0.0006085192	3572607	28	0.0005978827	3572607	16	0.00019985405	3572607	1	0.000033588916	3572607	72	0.0010555317	3572607	8	0.0001463917	3572607	26	0.00034988456	3572607	163	0.0004209811	3572607	0	0	3572607	287	0.0041594277	3572607	89856	0.39108387	3572607	27	0.0001321164	3572607	0	0	3572607	8	0.00009013026	3572607	685	0.0187874	3572607	14	0.0001573081	3572607	28	0.00017018385	3572607	32	0.0006012416	3572607	8	0.00008537183	3572607	140	0.0020858718	3572607	700	0.0070072077	3572607	21701	0.2802035	3572607	77	0.00022756492	3572607	114	0.0007722652	3572607	226	0.0029885739	3572607	9541	0.005434687	3572607	120	0.0015089822	3572607	30	0.0006348305	3572607	5032	0.045142107	3572607	115	0.0011960453	3572607	6	0.0000330291	3572607	113	0.00049991504	3572607	4	0.000051503008	3572607	7	0.00008593164	3572607	66	0.00059088506	3572607	291	0.00077842316	3572607	275	0.0020780342	3572607	1	0.000041986146	3572607	45	0.00047416353	3572607	24	0.0004358162	3572607	149	0.0022434597	3572607	212	0.0009592435	3572607	1710	0.0012192777	3572607	15	0.00023736167	3572607	17	0.00042769886	3572607	6	0.0001172813	3572607	30	0.0005407816	3572607	17	0.00025611548	3572607	18	0.00014863096	3572607	67	0.00046576632	3572607	365312	0.9936707	3572607	43	0.0007227215	3572607	2	0.000019593535	3572607	8056	0.009266622	3572607	165	0.00073055894	3572607	9	0.00013995382	3572607	7	0.00004982356	3572607	11	0.0001797007	3572607	14	0.00007025682	3572607
